id,nombre,nivel,refs,lat,lng,brief,area
beth_millo,Beth-millo,descartado,4,32.21369123124062,35.2817986718367,"Fortified place in Shechem, associated with Abimelech's rule.",-
beth_peor,Beth-peor,descartado,4,31.656099,35.71187,"Place east of the Jordan, where Moses was buried.",-
beth_rehob,Beth-rehob,descartado,4,33.219354,35.544122,"Aramean city and region, allied with Ammon against David.",-
beth_zur,Beth-zur,descartado,4,31.596107,35.10262,"Town in Judah, fortified by Rehoboam, repaired by Nehemiah.",-
calneh,Calneh,descartado,4,32.127213,45.229995,"Ancient Mesopotamian city, possibly Kullania or Kullanhu",-
chephirah,Chephirah,descartado,4,31.836401,35.095272,Gibeonite town; later part of Benjamin and Judah,-
cherub,Cherub,descartado,4,32.53650368616845,44.42088287373876,Babylonian location; home of some returning exiles,-
chinneroth,Chinneroth,descartado,4,32.80677585520321,35.58936052679091,Region and city near the Sea of Galilee,-
derbe,Derbe,descartado,4,37.35092016962404,33.27141769926378,City in Lycaonia visited by Paul on missionary journeys.,-
dung_gate,Dung Gate,descartado,4,31.777444,35.234935,"A gate in Jerusalem's wall, possibly used for waste removal.",-
esau_mount,Esau Mount,descartado,4,30.734691,35.60625,Mountainous region of Edom; judgment prophesied by Obadiah,-
eshcol_valley,Eshcol Valley,descartado,4,31.54909871686872,35.09356062020027,Valley where Israelite spies obtained a large cluster of grapes,-
etham,Etham,descartado,4,30.467511,32.282767,Wilderness area where Israelites camped during the Exodus,-
fish_gate,Fish Gate,descartado,4,31.777444,35.234935,Gate in Jerusalem's wall; rebuilt by Hassenaah during Nehemiah's time,-
gaash,Gaash,descartado,4,32.121473,35.150392,Mountain in Ephraim; burial place of Joshua,-
gebal,Gebal,descartado,4,34.11910360710159,35.6461419556213,Phoenician city; skilled builders; allied against Israel,-
gederah,Gederah,descartado,4,31.823337,34.777779,Town in Judah; home of Baal-hanan and Jozabad,-
gerizim_mount,Gerizim Mount,descartado,4,32.19956174365378,35.27285228460234,Mountain in Samaria; site of blessings and Jotham's parable,-
giloh,Giloh,descartado,4,31.616667,35.083333,"A city in Judah; home of Ahithophel, David's counselor.",-
golan,Golan,descartado,4,32.80007552505443,35.93730130476259,"A city of refuge in Bashan, allotted to Manasseh.",-
hammath,Hammath,descartado,4,33.125828,35.165,A fortified city and Levitical town in Naphtali.,Tribe of Judah
harod,Harod,descartado,4,32.549638,35.355647,A spring near where Gideon gathered his army.,-
havvoth_jair,Havvoth-jair,descartado,4,32.042523,35.724241,Villages in Gilead captured by Jair,-
hazar_enan,Hazar-enan,descartado,4,34.229499,37.240077,Town on the northern border of Israel,-
hazar_shual,Hazar-shual,descartado,4,31.215418,34.942986,Town allotted to Judah and Simeon,-
horesh,Horesh,descartado,4,31.45113920529978,35.08840337232346,A wilderness area where David hid from Saul,-
hor_haggidgad,Hor-haggidgad,descartado,4,30.358285,35.19027,An Israelite campsite during the wilderness wanderings,-
ijon,Ijon,descartado,4,33.32804402945069,35.61187505342423,A town in northern Israel conquered by Assyria,-
jattir,Jattir,descartado,4,31.40143851886152,35.06941349210527,A town in the hill country of Judah,-
jeshimon,Jeshimon,descartado,4,31.46152536164766,35.39241108242345,"A wilderness near Ziph, where David hid from Saul",-
jokneam,Jokneam,descartado,4,32.66454576550823,35.10891818863304,"A Canaanite city, later a Levitical city in Zebulun",-
kedemoth,Kedemoth,descartado,4,31.646073,35.894537,"A town in Moab, later a Levitical city in Reuben",-
kir,Kir,descartado,4,33.123611,45.931389,"A city or region in Mesopotamia, possibly Elam",Assyria
kue,Kue,descartado,4,36.91802695356275,34.89153398422567,A place Solomon obtained horses,-
mephaath,Mephaath,descartado,4,31.85,35.933333,"A Levitical city in Reuben, later Moabite",-
moladah,Moladah,descartado,4,31.162327,35.057114,"Town in the Negev, allotted to Judah and Simeon",-
oboth,Oboth,descartado,4,31.49684513710609,35.78284105296996,A place where the Israelites camped during the Exodus,-
phrygia,Phrygia,descartado,4,37.76986723761415,29.06450110237073,A region in Asia Minor with early Christians,-
pi_hahiroth,Pi-hahiroth,descartado,4,29.94658,32.425144,A place near the Red Sea crossing,-
rameses,Rameses,descartado,4,30.799370210096,31.834216685474,Egyptian city where Israelites lived before the Exodus,-
rehob,Rehob,descartado,4,32.955448,35.211971,Levitical city in Asher,-
rimmon,Rimmon,descartado,4,31.93466,35.297063,Rock where Benjamites fled after battle,-
salecah,Salecah,descartado,4,32.493941,36.710337,"City in Bashan, east of the Jordan River",-
sepharad,Sepharad,descartado,4,38.47682690345803,28.11413118732089,City in Asia Minor; destination of exiled Jews,-
shaveh,Shaveh,descartado,4,31.58333333329998,35.70000000000012,Valley where Chedorlaomer defeated the Emites,-
sheep_gate,Sheep Gate,descartado,4,31.777444,35.234935,Gate in Jerusalem near the sheep market,-
sin,Sin,descartado,4,28.838778,33.420573,Wilderness area between Elim and Sinai,-
smyrna,Smyrna,descartado,4,38.45196037886051,27.16192104844777,One of the seven churches of Asia Minor,-
succoth,Succoth,descartado,4,30.62077414398056,32.25869322351544,First Israelite campsite after leaving Egypt during Exodus,-
thyatira,Thyatira,descartado,4,38.92579128786831,27.85655574592795,"City in Asia Minor, home of the prophet Lydia",-
tower_of_hananel,Tower of Hananel,descartado,4,31.777444,35.234935,"A tower in Jerusalem's wall, rebuilt by Nehemiah",-
ur,Ur,descartado,4,30.9620520474569,46.10374195774169,The hometown of Abraham in Mesopotamia,-
valley_gate,Valley Gate,descartado,4,31.777444,35.234935,"A gate in Jerusalem's wall, rebuilt by Nehemiah",-
zanoah,Zanoah,descartado,4,31.716667,35.0,A town in the Judean lowlands allotted to Judah,-
zaphon,Zaphon,descartado,4,32.23771,35.585865,A city in Gad and a term for the north,-
zarephath,Zarephath,descartado,4,33.4333,35.3,A Phoenician city where Elijah stayed with a widow,-
zered,Zered,descartado,4,30.884128,35.897633,A brook marking the end of Israel's wilderness wanderings,-
abdon,Abdon,descartado,3,33.047808,35.146201,A Levitical city in the territory of Asher.,-
abel_meholah,Abel-meholah,descartado,3,32.35601,35.536929,"A town in Israel, home of Elisha.",-
achshaph,Achshaph,descartado,3,32.95182083157021,35.17382658065705,A Canaanite city-state conquered by Joshua.,-
ahava,Ahava,descartado,3,33.625197,42.786647,A place where Ezra assembled the returning exiles.,-
akrabbim,Akrabbim,descartado,3,30.688292,35.263182,A pass marking the southern border of Judah,-
aphek,Aphek,descartado,3,32.77826806589006,35.69874935270775,"A city in the north, site of Aramean battles.",-
aphek,Aphek,descartado,3,34.066067,35.865801,A city in the territory of Asher.,-
areopagus,Areopagus,descartado,3,37.98333333333333,23.73333333333333,A hill in Athens where Paul preached the gospel.,-
azmon,Azmon,descartado,3,30.958506,34.3805,Place on the southern border of Judah.,-
baal_zephon,Baal-zephon,descartado,3,29.938441,32.395473,Egyptian location where the Israelites camped before crossing the Red Sea.,-
bamoth_baal,Bamoth-baal,descartado,3,31.76503129703305,35.71856575741812,Moabite high place where Balak took Balaam.,-
beer_lahai_roi,Beer-lahai-roi,descartado,3,30.68771281376111,34.49479554246946,Well where Hagar encountered the Angel of the Lord.,-
benjamin_gate,Benjamin Gate,descartado,3,31.777444,35.234935,"Gate in Jerusalem, associated with the tribe of Benjamin.",-
berea,Berea,descartado,3,40.5167,22.2,City in Macedonia where Paul preached; home of Sopater.,-
berothah,Berothah,descartado,3,33.93148,36.152049,City mentioned in Ezekiel's vision and David's conquests.,-
besor,Besor,descartado,3,31.398056,34.436667,Brook where David's men pursued the Amalekites.,-
beth_anath,Beth-anath,descartado,3,33.146864,35.427134,"Canaanite town allotted to Naphtali, but not fully conquered.",-
beth_azmaveth,Beth-azmaveth,descartado,3,31.834203,35.260706,"Town of Benjamin, home to some who returned from exile.",-
bethel,Bethel,descartado,3,31.244952,34.840888,Town in Judah that received spoils from David's victory.,Tribe of Simeon
beth_hoglah,Beth-hoglah,descartado,3,31.837062,35.513151,Town on the border between Judah and Benjamin.,-
beth_horon_upper,Beth-horon Upper,descartado,3,31.85891795409998,35.12831317484221,"Town in Ephraim, near Lower Beth-horon.",-
beth_nimrah,Beth-nimrah,descartado,3,31.900811,35.625693,"Town in Gad, east of the Jordan River.",-
bethphage,Bethphage,descartado,3,31.79038300543012,35.25667232374259,"Village near Bethany, where Jesus began His triumphal entry.",-
beth_shemesh,Beth-shemesh,descartado,3,33.146864,35.427134,"Fortified city in Naphtali, not conquered by the tribe.",-
carchemish,Carchemish,descartado,3,36.82928161099629,38.01576051001015,Ancient city; site of Babylonian victory over Egypt,-
cenchreae,Cenchreae,descartado,3,37.88460365000972,22.9933595701051,Port of Corinth; home of Phoebe,-
chesulloth,Chesulloth,descartado,3,32.683231,35.324694,Border town of Issachar and Zebulun,-
colossae,Colossae,descartado,3,37.78333333333333,29.25,City in Phrygia; recipient of Paul's epistle,-
daberath,Daberath,descartado,3,32.69171267584284,35.37171031061986,Levitical city in Issachar's territory,-
decapolis,Decapolis,descartado,3,32.6817875,35.8700227,A group of ten Hellenistic cities in ancient Palestine.,-
diblathaim,Diblathaim,descartado,3,31.49684513710609,35.78284105296996,A place where the Israelites camped during their wilderness wanderings.,-
dimnah,Dimnah,descartado,3,32.781808,35.321364,A Levitical city in the territory of Zebulun.,-
dothan,Dothan,descartado,3,32.42064338380848,35.18019829952955,A place where Joseph found his brothers and was sold.,-
ebenezer,Ebenezer,descartado,3,31.83273947023218,35.1801628605877,A stone memorial set up by Samuel to commemorate victory.,-
elah_valley,Elah Valley,descartado,3,31.690629,34.963136,Site of David's victory over Goliath,-
en_dor,En-dor,descartado,3,32.62570020915744,35.38566744418715,Canaanite city; site of Saul's consultation with medium,-
en_gannim,En-gannim,descartado,3,32.46349905885267,35.3036831926058,Levitical city in Issachar's territory,-
ezem,Ezem,descartado,3,31.244952,34.840888,City allotted to Judah and Simeon,-
fountain_gate,Fountain Gate,descartado,3,31.777444,35.234935,Gate in Jerusalem's wall; rebuilt by Shallun during Nehemiah's time,-
gath_rimmon,Gath-rimmon,descartado,3,32.06972222222223,34.88305555555556,Levitical city in Dan and Manasseh,-
gennesaret,Gennesaret,descartado,3,32.85935860372527,35.50993742021974,Plain on the northwest shore of the Sea of Galilee,-
gilboa,Gilboa,descartado,3,32.516667,35.4,A mountain range where Saul and his sons died.,-
goshen,Goshen,descartado,3,31.45,34.916667,A town and region in the hill country of Judah.,-
habor,Habor,descartado,3,36.344972,40.789333,A river in Assyria where Israelite captives were settled.,-
hachilah,Hachilah,descartado,3,31.466604,35.216691,"A hill in the Wilderness of Ziph, near David's hideout.",-
hadid,Hadid,descartado,3,31.963575,34.952536,"A town in Benjamin, resettled after the Babylonian exile.",-
halah,Halah,descartado,3,36.344972,40.789333,A place where Israelites were exiled by the Assyrians.,-
harosheth_hagoyim,Harosheth-hagoyim,descartado,3,32.691177,35.110039,Canaanite city ruled by Sisera,-
helkath,Helkath,descartado,3,32.955448,35.211971,Levitical city in the territory of Asher,-
hena,Hena,descartado,3,34.467725,41.964955,Mesopotamian city conquered by Assyria,-
holon,Holon,descartado,3,31.583333,34.95,Levitical city in the hill country of Judah,-
jezreel_valley,Jezreel Valley,descartado,3,32.5559631396043,35.33078927843792,"A fertile valley in northern Israel, site of many battles",-
jotbathah,Jotbathah,descartado,3,29.75804307645581,35.0306017443078,A place where the Israelites camped during their wilderness journey,-
kabzeel,Kabzeel,descartado,3,31.1858,34.96745,"A town in the Negev, home of Benaiah",-
kishion,Kishion,descartado,3,32.559061,35.246206,A Levitical city in Issachar,-
kitron,Kitron,descartado,3,32.753141,35.279335,A city in Zebulun not conquered,-
lasha,Lasha,descartado,3,31.718148,35.584826,A place marking Canaanite territory; a stop in Israel's journey,-
madmannah,Madmannah,descartado,3,31.391668,34.940502,A town in the Negev of Judah,-
magog,Magog,descartado,3,46.0,47.0,A nation that will attack Israel in the future,Asia
meribah,Meribah,descartado,3,28.73106102564323,33.84169995726504,A place where the Israelites quarreled with Moses,-
miletus,Miletus,descartado,3,37.5,27.3,A city in Asia Minor visited by Paul,-
mishal,Mishal,descartado,3,33.047808,35.146201,A Levitical city in Asher,-
moresheth,Moresheth,descartado,3,31.60393321295081,34.90237777777779,Hometown of the prophet Micah in Judah,-
nahalol,Nahalol,descartado,3,32.722209,35.35282,A Levitical city in Zebulun,-
nebo,Nebo,descartado,3,31.606256,35.037417,"A town in Judah, possibly named after a person",-
ophrah,Ophrah,descartado,3,31.95378955858199,35.29913577541004,A town in Benjamin and a place in Manasseh,-
perga,Perga,descartado,3,37.00520811721595,30.90494591606115,A city in Pamphylia visited by Paul,-
phoenicia,Phoenicia,descartado,3,33.56316734135746,35.36634649354799,A region and people on the Mediterranean coast,-
pontus,Pontus,descartado,3,40.905222,37.799969,A region in Asia Minor with Jewish inhabitants,-
rimmon,Rimmon,descartado,3,31.370835,34.860665,A town in Judah and Simeon,-
second_quarter,Second Quarter,descartado,3,31.777444,35.234935,District in Jerusalem mentioned by Huldah and Zephaniah,-
sharuhen,Sharuhen,descartado,3,31.282222,34.4825,Town allotted to Simeon within Judah's territory,-
shimron,Shimron,descartado,3,32.70528895585606,35.21333285757741,"Canaanite city conquered by Joshua, allotted to Zebulun",-
shunem,Shunem,descartado,3,32.60563102234625,35.33430585716489,Town in Issachar; home of the Shunammite woman,-
siddim_valley,Siddim Valley,descartado,3,31.235341,35.517624,Valley near the Dead Sea; site of battle,-
syene,Syene,descartado,3,24.066181,32.895862,"Southern border of Egypt, modern-day Aswan",-
tamar,Tamar,descartado,3,31.024923,35.064154,Landmark on the southeastern border of Israel,-
tema,Tema,descartado,3,27.633172,38.554125,Arabian city and tribe known for trade,-
thebez,Thebez,descartado,3,32.3241024517848,35.36825275634464,Canaanite city where Abimelech was killed,-
timnath_heres,Timnath-heres,descartado,3,32.121473,35.150392,"Town allotted to Joshua, where he was buried",-
uz,Uz,descartado,3,30.0334,36.44839,"A region associated with Job, Edom, and Arabia",Edom
washer's_field,Washer's Field,descartado,3,31.769079,35.227994,"A location near Jerusalem's wall, mentioned in prophecies",-
abana,Abana,descartado,2,33.545097,36.224661,"A river of Damascus, preferred by Naaman over the Jordan.",-
abronah,Abronah,descartado,2,29.75804307645581,35.0306017443078,A desert campsite during Israel's wilderness wanderings.,-
acco,Acco,descartado,2,32.927583,35.081555,"A seaport in Asher, also called Ptolemais.",-
achzib,Achzib,descartado,2,33.04846798541127,35.10220252805766,A coastal town allotted to Asher.,-
adummim,Adummim,descartado,2,31.817585,35.361646,A pass on the border between Judah and Benjamin.,-
ahlab,Ahlab,descartado,2,33.02498036359259,35.44544657992798,A Canaanite city allotted to Asher.,-
ain,Ain,descartado,2,34.353071,36.385705,A place on the eastern boundary of the Promised Land.,-
alemeth,Alemeth,descartado,2,31.828406,35.287637,A Levitical city in Benjamin,-
alush,Alush,descartado,2,28.770015,33.40046,A campsite during Israel's wilderness journey.,-
anab,Anab,descartado,2,31.403888,34.944185,A city in the hill country of Judah.,-
arumah,Arumah,descartado,2,32.154887,35.318192,A city associated with Abimelech and King Jehoiakim's mother.,-
arvad,Arvad,descartado,2,34.856082,35.858485,"An island city, known for its skilled mariners and soldiers.",-
ashnah,Ashnah,descartado,2,31.8099,34.9365,Two cities in the Shephelah region of Judah.,-
ashteroth_karnaim,Ashteroth-karnaim,descartado,2,32.7666666667,36.0166666667,Ancient city defeated by Chedorlaomer,-
assos,Assos,descartado,2,39.48955031303715,26.33586734239906,"A seaport in Mysia, visited by Paul.",-
ataroth,Ataroth,descartado,2,31.85891795409998,35.12831317484221,A town on the border of Ephraim and Manasseh.,-
ataroth,Ataroth,descartado,2,31.60000000000001,35.7,Town in Gilead allotted to Gad,-
ataroth_addar,Ataroth-addar,descartado,2,31.85891795409998,35.12831317484221,A town on the border of Ephraim and Benjamin.,-
avith,Avith,descartado,2,30.734691,35.60625,Capital city of Edomite king Hadad.,Edom
baalath,Baalath,descartado,2,31.927451,35.055378,"Town fortified by Solomon, possibly in the Lebanon region.",-
bamoth,Bamoth,descartado,2,31.76503129703305,35.71856575741812,Israelite encampment in Moab during the Exodus.,-
beautiful_gate,Beautiful Gate,descartado,2,31.777444,35.234935,"Gate of the Jerusalem temple, site of Peter's miracle.",-
beracah_valley,Beracah Valley,descartado,2,31.61065,35.165648,Valley where Jehoshaphat and his army blessed the Lord.,-
beth_eked,Beth-eked,descartado,2,32.5559631396043,35.33078927843792,Place where Jehu killed the brothers of Ahaziah.,-
bethesda,Bethesda,descartado,2,31.777444,35.234935,Pool in Jerusalem where Jesus healed a paralyzed man.,-
beth_haccherem,Beth-haccherem,descartado,2,31.665911,35.241516,"Town in Judah, possibly fortified, mentioned by Jeremiah.",-
beth_haram,Beth-haram,descartado,2,31.816667,35.583333,"Town in Gad, east of the Jordan, fortified by Gad.",-
beth_pelet,Beth-pelet,descartado,2,31.215418,34.942986,"Town in southern Judah, resettled after the Babylonian exile.",-
beth_togarmah,Beth-togarmah,descartado,2,40.065539,45.036328,"Region or people group trading with Tyre, allied with Gog.",-
bezek,Bezek,descartado,2,31.898029,34.952878,City where Judah defeated Canaanites,-
bithynia,Bithynia,descartado,2,40.905503,30.685778,A region in Asia Minor,-
bozkath,Bozkath,descartado,2,31.56485056116292,34.8467256730566,"Town in Judah, birthplace of Josiah's mother",-
broad_wall,Broad Wall,descartado,2,31.777444,35.234935,Section of Jerusalem's wall,-
caesarea_philippi,Caesarea Philippi,descartado,2,33.2480599128704,35.69463725353769,City where Peter confessed Jesus as Messiah,-
calah,Calah,descartado,2,36.142884,43.312178,Ancient Assyrian city built by Nimrod,-
cappadocia,Cappadocia,descartado,2,36.731904,35.486302,Region in Asia Minor; home to early Christian believers,-
casiphia,Casiphia,descartado,2,35.136204,36.749488,Place where Levites were recruited for temple service,-
cherith,Cherith,descartado,2,32.309099,35.5599,Brook where Elijah hid during drought,-
chesalon,Chesalon,descartado,2,31.781049,35.05113,Landmark on Judah's northern border,-
chorazin,Chorazin,descartado,2,32.90909168933021,35.55292324144203,Town in Galilee; rebuked by Jesus for unbelief,-
corban,Corban,descartado,2,31.777444,35.234935,Offering dedicated to God; temple treasury,-
cuthah,Cuthah,descartado,2,32.733333,44.666667,Babylonian city; origin of Samaritan settlers,-
dinhabah,Dinhabah,descartado,2,30.336614,35.529889,The capital city of Edom during Bela's reign.,Edom
dophkah,Dophkah,descartado,2,28.770015,33.40046,A place where the Israelites camped during their wilderness wanderings.,-
dragon_spring,Dragon Spring,descartado,2,31.777444,35.234935,"A water source near Jerusalem, mentioned in Nehemiah's wall inspection.",-
ellasar,Ellasar,descartado,2,37.056944,40.997222,Mesopotamian city-state; allied with Elam against Sodom and Gomorrah,-
eltekeh,Eltekeh,descartado,2,31.869521,35.06688,City in Dan's territory; later given to the Levites,-
eltolad,Eltolad,descartado,2,31.244952,34.840888,A town allotted to Judah and Simeon,Tribe of Simeon
enaim,Enaim,descartado,2,31.784368,34.90968,"Enaim, place where Tamar posed as a prostitute",-
en_shemesh,En-shemesh,descartado,2,31.77402,35.270231,Spring on the border between Judah and Benjamin,-
ephes_dammim,Ephes-dammim,descartado,2,31.691186,34.944496,Place where the Philistines and Israelites fought; Goliath's challenge,-
ephraim_gate,Ephraim Gate,descartado,2,31.777444,35.234935,"Gate in Jerusalem's wall, broken down by King Jehoash",-
ephraim_gate,Ephraim Gate,descartado,2,31.777444,35.234935,"Gate in Jerusalem's wall, rebuilt during Nehemiah's time",-
ephron_mount,Ephron Mount,descartado,2,31.675746,35.042407,Mountain on the border between Judah and Benjamin,-
erech,Erech,descartado,2,32.322222,45.636111,Ancient Mesopotamian city; part of Nimrod's kingdom,-
etam,Etam,descartado,2,31.370835,34.860665,Villages associated with Simeon; home of Judahite clan,Tribe of Simeon then Judah
etam,Etam,descartado,2,31.736294,35.05485,Cliff where Samson hid after defeating the Philistines,-
ether,Ether,descartado,2,31.8099,34.9365,City allotted to Judah and Simeon,-
fair_havens,Fair Havens,descartado,2,34.92138418681769,24.73114125973342,Harbor on Crete; Paul's ship stopped during journey to Rome,-
gabbatha,Gabbatha,descartado,2,31.777444,35.234935,Raised stone platform in Jerusalem; location of Jesus' trial,-
gallim,Gallim,descartado,2,31.816667,35.25,Town in Benjamin; home of Michal's husband Paltiel,-
gath_hepher,Gath-hepher,descartado,2,32.73918470119603,35.32822661816711,Town in Zebulun; hometown of prophet Jonah,-
gederoth,Gederoth,descartado,2,31.823337,34.777779,Town in Judah; captured by Philistines during Ahaz's reign,-
gethsemane,Gethsemane,descartado,2,31.777444,35.234935,Garden near Jerusalem; site of Jesus' prayer and arrest,-
gibeah,Gibeah,descartado,2,31.43333151674604,35.13333188530802,A town in the hill country of Judah.,-
gilgal,Gilgal,descartado,2,32.029737,35.222604,A place associated with the prophets Elijah and Elisha.,-
gittaim,Gittaim,descartado,2,31.963575,34.952536,Town where Beerothites fled; later inhabited by Benjamites.,-
halak_mount,Halak Mount,descartado,2,30.916667,34.833333,A mountain marking the southern boundary of Joshua's conquests.,-
hamon_gog_valley,Hamon-gog Valley,descartado,2,31.49684513710609,35.78284105296996,A valley where Gog and his army will be buried.,-
haradah,Haradah,descartado,2,30.317396,35.407152,A desert campsite during Israel's journey from Egypt.,-
hashmonah,Hashmonah,descartado,2,30.317396,35.407152,A desert campsite during Israel's journey from Egypt.,-
hauran,Hauran,descartado,2,32.80007552505443,35.93730130476259,Region east of the Sea of Galilee,-
havilah,Havilah,descartado,2,30.14,35.22,"Region inhabited by Ishmaelites, raided by Saul",-
helam,Helam,descartado,2,32.1843727808126,35.70287002746794,Place where David defeated the Arameans,-
hepher,Hepher,descartado,2,32.3667,34.8833,A Canaanite city conquered by Joshua; later a Solomonic district.,-
hethlon,Hethlon,descartado,2,34.73799,36.340918,Place on the northern border of Israel,-
hor_mount,Hor Mount,descartado,2,33.416159,35.857256,A mountain marking Israel's northern boundary,-
horse_gate,Horse Gate,descartado,2,31.777444,35.234935,A gate in Jerusalem's wall near the temple,-
immer,Immer,descartado,2,36.35941,43.152887,A place from which exiles returned to Jerusalem,-
india,India,descartado,2,22.0,77.0,The eastern extent of Ahasuerus' Persian Empire,-
iphtahel_valley,Iphtahel Valley,descartado,2,32.832774,35.277225,A valley on the border of Zebulun and Asher,-
iye_abarim,Iye-abarim,descartado,2,31.49684513710609,35.78284105296996,An Israelite campsite near Moab,-
jabneel,Jabneel,descartado,2,31.865518,34.746856,"A town on the border of Judah, later fortified",-
janoah,Janoah,descartado,2,33.260246,35.302915,A town on the border of Ephraim,-
jetur,Jetur,descartado,2,33.41615982399708,35.85725617635589,A descendant of Ishmael and a region in Syria,-
jogbehah,Jogbehah,descartado,2,32.028743,35.862887,"A town in Gilead, fortified by the Gadites",-
juttah,Juttah,descartado,2,31.45,35.083333,"A town in the hill country of Judah, a Levitical city",-
kain,Kain,descartado,2,31.5,35.166667,A town in the hill country of Judah,-
kanah,Kanah,descartado,2,32.138219,35.038971,A brook marking the border between Ephraim and Manasseh,-
kehelathah,Kehelathah,descartado,2,30.317396,35.407152,A place where the Israelites camped during their wilderness journey,-
kibzaim,Kibzaim,descartado,2,31.833333,35.3,A Levitical city in the territory of Ephraim,-
king's_highway,King's Highway,descartado,2,31.18132579594509,35.70214779044711,An ancient trade route through Edom and Moab,-
king's_valley,King's Valley,descartado,2,31.777444,35.234935,"A valley near Salem (Jerusalem), site of significant events",-
libnah,Libnah,descartado,2,31.8099,34.9365,A place where Israel camped in the wilderness,-
luhith,Luhith,descartado,2,31.288056,35.515,A place in Moab,-
lycaonia,Lycaonia,descartado,2,37.88353038890398,32.4942625657248,A region in Asia Minor; Paul and Barnabas preached there,-
madon,Madon,descartado,2,32.799879,35.459506,A Canaanite city conquered by Joshua,-
mahaneh_dan,Mahaneh-dan,descartado,2,31.758315,34.994252,A place between Zorah and Eshtaol; Samson's birthplace,-
makheloth,Makheloth,descartado,2,30.317396,35.407152,A place where the Israelites camped in the wilderness,-
manahath,Manahath,descartado,2,31.752603,35.181972,A place where Benjamites lived after the exile,-
masrekah,Masrekah,descartado,2,30.734691,35.60625,"The royal city of Samlah, an Edomite king",Edom
mattanah,Mattanah,descartado,2,31.718148,35.584826,A place where the Israelites camped during their wilderness journey,-
merom,Merom,descartado,2,33.075269,35.60548,A place where Joshua defeated Jabin's coalition,-
michmethath,Michmethath,descartado,2,32.183333,35.283333,A place on the borders of Ephraim and Manasseh,-
migron,Migron,descartado,2,31.82378102460309,35.23100936128631,A place near Gibeah where Saul camped,-
minnith,Minnith,descartado,2,31.75,35.85,An Ammonite town known for its wheat,-
misrephoth_maim,Misrephoth-maim,descartado,2,33.118952,35.139434,A place near Sidon where the Canaanites fled,-
mithkah,Mithkah,descartado,2,30.317396,35.407152,An Israelite campsite during the wilderness wanderings,-
mizpeh_valley,Mizpeh Valley,descartado,2,33.28177,35.573371,A region near Mount Hermon,-
moreh,Moreh,descartado,2,32.21369123124062,35.2817986718367,Place near Shechem; also a hill near Gilgal,-
moriah_mount,Moriah Mount,descartado,2,31.77759385009378,35.23525140955081,Site of Solomon's temple in Jerusalem,-
moseroth,Moseroth,descartado,2,30.317396,35.407152,A place where the Israelites camped during their wilderness wanderings,-
muster_gate,Muster Gate,descartado,2,31.777444,35.234935,A gate in Jerusalem mentioned in Nehemiah's time,-
mysia,Mysia,descartado,2,39.50664305923271,26.08059270470616,A region in northwest Asia Minor visited by Paul,-
naaran,Naaran,descartado,2,31.949518,35.45873,A border town between Ephraim and Benjamin,-
neah,Neah,descartado,2,32.894254,35.221877,A border town of Zebulun and Asher,-
nephtoah,Nephtoah,descartado,2,31.683036,35.167987,A spring on the border of Judah and Benjamin,-
new_gate,New Gate,descartado,2,31.777444,35.234935,A gate in Jerusalem during Jeremiah's time,-
nicopolis,Nicopolis,descartado,2,39.024033,20.73573,A city in Epirus where Paul planned to winter,-
nimrim,Nimrim,descartado,2,31.133191,35.531138,A place in Moab known for its waters,-
paphos,Paphos,descartado,2,34.75410576175517,32.40016213313376,A city on the island of Cyprus,-
paran_mount,Paran Mount,descartado,2,29.151667,33.541944,A mountain associated with God's appearance,-
pau,Pau,descartado,2,30.734691,35.60625,A city in Edom,Edom
pelusium,Pelusium,descartado,2,28.838778,33.420573,"An Egyptian city, also known as Sin",-
pergamum,Pergamum,descartado,2,39.11894592031751,27.16512610475739,A city in Asia Minor with a church,-
pethor,Pethor,descartado,2,36.654616,38.068879,The hometown of Balaam in Mesopotamia,-
philadelphia,Philadelphia,descartado,2,38.34904803135629,28.51946209047604,One of the seven churches in Asia Minor,-
pisidia,Pisidia,descartado,2,38.31643056393041,31.17948683048973,A region in Asia Minor visited by Paul,-
punon,Punon,descartado,2,31.49684513710609,35.78284105296996,A stopping place for the Israelites in the wilderness,-
rakkath,Rakkath,descartado,2,32.79553799444466,35.52922039819518,City on the western shore of the Sea of Galilee,-
rehoboth,Rehoboth,descartado,2,30.884128,35.897633,City associated with an Edomite king,Edom
remeth,Remeth,descartado,2,32.5559631396043,35.33078927843792,Levitical city in Issachar,-
rezeph,Rezeph,descartado,2,35.95,39.016667,City conquered by the Assyrians,-
rimmon_perez,Rimmon-perez,descartado,2,31.8099,34.9365,Israelite encampment during the Exodus,-
rissah,Rissah,descartado,2,30.317396,35.407152,Israelite encampment during the Exodus,-
rithmah,Rithmah,descartado,2,31.8099,34.9365,Israelite encampment during the Exodus,-
rogelim,Rogelim,descartado,2,32.214708,35.632914,Hometown of Barzillai the Gileadite,-
sarid,Sarid,descartado,2,32.68978573733861,35.19666870006055,Border town of Zebulun's territory,-
seba,Seba,descartado,2,9.022736,38.746799,Kingdom mentioned in prophetic and poetic texts,-
shaaraim,Shaaraim,descartado,2,31.7001,34.89532,Town in Judah; site of Philistine retreat,-
shamir,Shamir,descartado,2,32.36047,35.250054,Issacharite judge who led Israel for 23 years,-
